Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1096,2022,56-8,Yes,Non-Residential,46026,0,138  ALBANY ST,1955,699-25,1,College/University,College/University (49933.0),49933,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1663109.7,5674531.1,705,70500,,,,,,,1067976,,,6813007.1,6770088.6,136.4,135.6,16934570.3,16895514.4,339.1,338.4,462.1,9.3,12703.4,254.41,42.3601009726468,-71.0968651440344,POINT (-71.0968651440344 42.3601009726468)
B1090,2022,267.1-276,Yes,Residential,244008,228,223 Concord Turnpike,2014,9-1,1,Multifamily Housing,"Multifamily Housing (257670.0),Parking (77880.0)",257670,228,"CPC ALEWIFE, L.P",,100,1315025,4486865.9,31401,3140100.1,,,,,,,,,,7626966,7877796.4,29.6,30.6,15860329.7,16174475.3,61.6,62.8,491.3,1.9,6150.9,23.87,42.399868455686,-71.1509205706903,POINT (-71.1509205706903 42.399868455686)
B1633,2022,268B-45,Yes,Residential,264000,273,402 Rindge Ave,1970,59-20,1,Multifamily Housing,Multifamily Housing (264000.0),264000,273,RINDGE TOWERS APARTMENTS LLC,,87,1089632.8,3717827.7,141867.7,14186768.4,,,,,,,,,,17904596.1,18701552.6,67.8,70.8,25306024.4,25887662.3,95.9,98.1,1022.4,3.9,12732.4,48.23,42.3930933799127,-71.1399184540303,POINT (-71.1399184540303 42.3930933799127)
B1283,2022,136-39,Yes,Non-Residential,25192,,6 Prescott,2006,349-24,1,College/University,College/University (8638.0),8638,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,26569.2,90654.1,,,,,,,,,,249540,,340194.1,363846.4,39.4,42.1,554038.4,582493.1,64.1,67.4,23,2.7,20.5,2.37,42.3723847013832,-71.1138328835523,POINT (-71.1138328835523 42.3723847013832)
B1424,2022,31-13,Yes,Non-Residential,40746,31,301 Binney Street,2007,573-1,1,Laboratory,"Laboratory (447187.0),Parking (180000.0)",447187,,"MBA-ROGERS STREET, LLC",C/O RYAN LLC,,15738937.8,53701262.4,642126,64212596.5,,,,,,,,,,117913858.9,120706417.8,263.7,269.9,217786761.1,219454841,487,490.7,7215.5,16.1,15386.4,34.41,42.3666996891368,-71.0870435453206,POINT (-71.0870435453206 42.3666996891368)
B1616,2022,234-178,Yes,Non-Residential,25772,1,275 FRESH POND PARKWAY,1953,168-1,1,Automobile Dealership,Automobile Dealership (25772.0),25772,,275 FRSH POND LLC,,,262560,895854.7,13877,1387700.1,,,,,,,,,,2283554.8,2410286.8,88.6,93.5,3965478.3,4065661.7,153.9,157.8,137.2,5.3,162.3,6.3,42.383628998263,-71.1415948544449,POINT (-71.1415948544449 42.383628998263)
B1341,2022,226-30,Yes,Non-Residential,52556,1,96 Concord Ave,1925,219-14,1,Worship Facility,Worship Facility (28590.0),28590,,ROMAN CATHOLIC ARCHBISHOP OF BOSTON,,23,89440,305169.3,22664,2266399.8,,,,,,,,,,2571569.1,2801454.4,89.9,98,3234193.8,3475573.4,113.1,121.6,142.4,5,272.9,9.54,42.3811184411722,-71.1295726096662,POINT (-71.1295726096662 42.3811184411722)
B1794,2022,165-40,Yes,Residential,59175,50,122 Mt Auburn St,1920,380-1,1,Multifamily Housing,Multifamily Housing (35505.0),35505,50,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,77,199676,681294.5,17270.5,1727053.2,,,,,,,,,,2408347.7,2544626.5,67.8,71.7,3721030.5,3851594.7,104.8,108.5,140,3.9,1942.9,54.72,42.3729882878414,-71.1228878488459,POINT (-71.1228878488459 42.3729882878414)
B1481,2022,52A-22,Yes,Non-Residential,528615,,500 MAIN ST,2010,668-76,1,College/University,College/University (367689.0),367689,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,9262907.8,31605045.1,24,2400,,,,,,,50121202.1,62095168.8,,143823816,140786355.6,391.2,382.9,208809980.1,206443832.6,567.9,561.5,9003.8,24.5,13969.1,37.99,42.3622908913898,-71.0892706347054,POINT (-71.0892706347054 42.3622908913898)
B1504,2022,52A-21,Yes,Non-Residential,3691096,,182  MEMORIAL DR (REAR),1933,"668-6, 668-4",2,College/University,College/University (91926.0),91926,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,431708.9,1472991.1,1579,157900,,,,,,,8301360,6890573.8,,16822824.8,17018188.8,183,185.1,20134051,20409988.1,219,222,1007.8,11,1178.6,12.82,42.359916499365,-71.0909235749139,POINT (-71.0909235749139 42.359916499365)
B1124,2022,267.4-316,Yes,Residential,479953,398,160 Cambridgepark Dr,2015,44-1,1,Multifamily Housing,"Multifamily Housing (440187.0),Swimming Pool (0.0),Parking (110367.0)",440187,398,IMP WINDSOR AT CAMBRIDGE PARK LLC,C/O GID INVESTMENT ADVISERS LLC,99,2413545.7,8235019,72690,7269000.2,,,,,,,,,540820,15504019.2,16054051.6,35.2,36.5,30690503.5,31371992.2,69.7,71.3,981.6,2.2,10508.7,23.87,42.3945765316252,-71.1474544911167,POINT (-71.1474544911167 42.3945765316252)
B1233,2022,157-69,Yes,Non-Residential,1462119,18,1545 Massachusetts Avenue,1907,266-6,1,College/University,College/University (281097.0),281097,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1731365.4,5907419.4,70926.3,7092632.3,,,,,,,8318500.9,7123960,,28442512.7,28192005,101.2,100.3,40128290.9,40000061.1,142.8,142.3,1706.7,6.1,1154.8,4.11,42.3779468902268,-71.1185766573297,POINT (-71.1185766573297 42.3779468902268)
B1698,2022,267.4-288,Yes,Non-Residential,218825,1,125 Cambridge Park Drive,1984,42-10,1,Office,"Office (184935.0),Parking (61902.0)",184935,,"PPF OFF 125 CAMBRIDE PARK DR, LLC",,69,1955597.1,6672498.3,57951.9,5795193.7,,,,,,,,,,12467692,12946693,67.4,70,24767948.5,25270899.6,133.9,136.6,790.3,4.3,2001.4,10.82,42.3952201424956,-71.1457970467894,POINT (-71.1457970467894 42.3952201424956)
B1680,2022,204-150,Yes,Residential,212680,464,205-225 Walden St.,1966,"122-5, 122-4",2,Multifamily Housing,"Multifamily Housing (229040.0),Parking (66535.0)",229040,232,"EQR-WALDEN PARK, LLC",,83,937446.8,3198568.9,122718.8,12271876.9,,,,,,,,,,15470445.8,16114456.7,67.5,70.4,21841463.6,22370542.3,95.4,97.7,878.4,3.8,6965.2,30.41,42.3870217449518,-71.1303576288944,POINT (-71.1303576288944 42.3870217449518)
B1378,2022,41-38,Yes,Non-Residential,240964,,One Kendall Square,1988,557-18,1,Office,"Office (86016.0),Bar/Nightclub (4407.0),Other - Restaurant/Bar (5225.0),Laboratory (29633.0),Fast Food Restaurant (750.0)",126031,,ARE-MA REGION NO. 59 LLC,,,3463857.4,11818682.9,74.8,7481.8,,,,,,,,,,11826164.7,11826164.7,93.8,93.8,33100168.1,33100168.1,262.6,262.6,855.1,6.8,202.3,1.6,42.3666070087051,-71.0909902539066,POINT (-71.0909902539066 42.3666070087051)
B1157,2022,213-2A,Yes,Non-Residential,603907,,59 Shepard St,1966,206-16,1,College/University,College/University (102533.0),102533,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,942294.8,3215110.2,44711.6,4471160.9,,,,,,,,,,7686271.2,7935498.3,75,77.4,13697027.7,13763165.3,133.6,134.2,465.3,4.5,1065.6,10.39,42.3808988747119,-71.1251111048344,POINT (-71.1251111048344 42.3808988747119)
B1111,2022,16-33,Yes,Residential,85004,92,270 Third Street,2015,590-1,1,Multifamily Housing,Multifamily Housing (71561.0),71561,91,"AIMCO 270 THIRD STEET, LLC","C/O RYAN, LLC",13,927241.9,3163749.8,33306.8,3330678.3,,,,,,,,,,6494428.1,6678065.9,90.8,93.3,12355711.7,12548531.4,172.7,175.4,405.7,5.7,733.3,10.25,42.3660176944952,-71.0819492653665,POINT (-71.0819492653665 42.3660176944952)
B1155,2022,135-123,Yes,Non-Residential,66917,2,10 WARE ST,1933,366-18,1,Other - Technology/Science,Other - Technology/Science (90277.0),90277,,NEW ENGLAND TELEPHONE & TELEGRAPH CO.,STATE AND LOCAL TAXES,,4829505.3,16478274.2,20626,2062600.3,,,,,,,,,,18540874.5,18732372.1,205.4,207.5,48304898.1,48505970.6,535.1,537.3,1301.2,14.4,1965,21.77,42.3725733778143,-71.1125682452461,POINT (-71.1125682452461 42.3725733778143)
B1595,2022,117-64,Yes,Residential,59746,56,881 Mass. Avenue,1915,490-37,1,Multifamily Housing,Multifamily Housing (59746.0),59746,56,"MOSKOW, ABRAHAM & MICHAEL B. MOSKOW,",TRUSTEES OF NEWTOWNE TRUST,95,172893,589910.9,29008,2900800.3,,,,,,,,,,3490711.2,3669392.7,58.4,61.4,4697590.9,4866010.7,78.6,81.4,195.9,3.3,2342,39.2,42.3681353293894,-71.1077233208004,POINT (-71.1077233208004 42.3681353293894)
B1904,2022,91-206,Yes,Residential,68545,60,415 Massachusetts Avenue,2020,632-6,1,Multifamily Housing,Multifamily Housing (49354.0),49354,60,"WATERMARK CENTRAL LLC,",,38,603551.9,2059319.5,10229,1022900,,,,,,,,,,3082219.4,3181892.8,62.5,64.5,6840139.5,7042572.1,138.6,142.7,203.3,4.1,5684.6,115.18,42.3639435873306,-71.0998305151841,POINT (-71.0998305151841 42.3639435873306)
B1280,2022,159-1,Yes,Non-Residential,1223988,1027,6 Harvard Yard,1960,"318-32, 318-36",2,Residence Hall/Dormitory,Residence Hall/Dormitory (56930.0),56930,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,322215.4,1099399.1,4818.3,481832,,,,,,,,3007190.1,,4588421.2,4782238.9,80.6,84,7202014.4,7435185,126.5,130.6,303.2,5.3,1257.5,22.09,42.3742243367264,-71.1166675094821,POINT (-71.1166675094821 42.3742243367264)
B1028,2022,86-105,Yes,Municipal,58502,,89 Elm Street,1983,456-3,1,K-12 School,K-12 School (58323.0),58323,,CAMBRIDGE CITY OF,SCHOOL DEPT,67,295898,1009603.9,23462.8,2346283.5,,,,,,,,,,3355887.5,3569222.8,57.5,61.2,5290488.7,5554371,90.7,95.2,197.6,3.4,262,4.49,42.3694006823481,-71.0977864215085,POINT (-71.0977864215085 42.3694006823481)
B1650,2022,106-123,Yes,Non-Residential,38704,3,614-622 Massachusetts Ave,1908,608-5,1,Office,"Office (46060.0),Fast Food Restaurant (2500.0)",48560,,CARU CAMBRIDGE LLC.,,98,180793,616865.7,2100.3,210032.3,,,,,,,,,,826898,849633.7,17,17.5,1947757.9,1971630.4,40.1,40.6,54.9,1.1,135.8,2.8,42.364830135572,-71.103617725278,POINT (-71.103617725278 42.364830135572)
B1060,2022,120-40,Yes,Residential,129109,109,950 Massachusetts Avenue,1990,524-1,1,Multifamily Housing,Multifamily Housing (200000.0),200000,114,BAY SQUARE CONDOMINIUM,C/O SUI-CHI LIN C/O JUAN LIN,80,1241164.8,4234854.8,53381.7,5338172.8,,,,,,,,,,9573027.6,9698425.2,47.9,48.5,17462675,17647557.9,87.3,88.2,583.6,2.9,4983.4,24.92,42.368460583286,-71.1101303009912,POINT (-71.1101303009912 42.368460583286)
B1297,2022,170-19,Yes,Non-Residential,159406,0,6-8 Garden Street,1931,307-6,1,College/University,College/University (41710.0),41710,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,362540.4,1236987.9,624.4,62439,,,,,,,,,,1299426.9,1299426.9,31.2,31.2,3529127.2,3529127.2,84.6,84.6,91,2.2,838.9,20.11,42.3759861537324,-71.1218513692253,POINT (-71.1218513692253 42.3759861537324)
B1406,2022,242B-56,No,Non-Residential,109553,,178 Coolidge Hill,1930,387-22,1,K-12 School,K-12 School (1766.0),1766,,SHADY HILL SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,42.3719593845114,-71.1377615963807,POINT (-71.1377615963807 42.3719593845114)
B1827,2022,142-112,Yes,Residential,28009,50,1699 Cambridge Street,1981,320-11,1,Multifamily Housing,Multifamily Housing (39000.0),39000,50,"MASTROIANNI, DAVID ANTHONY",,90,95415,325556,19847,1984700.1,,,,,,,,,,2310256.1,2469714.9,59.2,63.3,2995491.9,3153648.3,76.8,80.9,128.5,3.3,1457.3,37.37,42.3754145025322,-71.111809353811,POINT (-71.111809353811 42.3754145025322)
B1573,2022,57-173,Yes,Non-Residential,420079,0,120  VASSAR ST,2002,708-20,1,College/University,College/University (122080.0),122080,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2485851.6,8481726.8,,,,,,,,,29472585.8,26953356.4,,64907668.9,63894905.5,531.7,523.4,82994883.5,82194495.7,679.8,673.3,3943.8,32.3,4495.8,36.83,42.3587043744337,-71.095742600997,POINT (-71.095742600997 42.3587043744337)
B1610,2022,267.4-221,Yes,Non-Residential,33426,2,130 Fawcett Street,1955,48-18,1,Food Service,"Food Service (30000.0),Parking (20000.0)",30000,,"IVANOVIC, LUDMILLA R. L., TR. OF",ONE HUNDRED THIRTY FAWCETT STREET,,870049.9,2968610.6,117082,11708199,,,,,,,,,53304,14858682.9,14972004.2,495.3,499.1,20787591.9,20815357.3,692.9,693.8,845.1,28.2,1573.2,52.44,42.3935577039927,-71.1483394512765,POINT (-71.1483394512765 42.3935577039927)
B1140,2022,130-144,Yes,Residential,388935,495,125 Putnam Avenue,1964,560-26,1,Parking,Parking (107272.0),107272,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,132902.6,453463.8,,,,,,,,,,,,453463.8,458134.1,4.2,4.3,1269698.7,1282775.5,11.8,12,32.1,0.3,,,42.3664143412786,-71.1141943052038,POINT (-71.1141943052038 42.3664143412786)
B1391,2022,62-18,Yes,Non-Residential,34230,1,565-570 MEMORIAL DR,1949,750-3,1,College/University,College/University (35748.0),35748,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,2932534.7,10005809.6,26122,2612199.9,,,,,,,,,,12618009.5,12740159.2,353,356.4,30759076.9,30887334,860.4,864,847.7,23.7,1243.3,34.78,42.3543193394786,-71.1044226689494,POINT (-71.1044226689494 42.3543193394786)
B1539,2022,147-41,No,Non-Residential,51117,0,136 Irving ST,,223-7,1,,,,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,42.3807503643943,-71.1102501394852,POINT (-71.1102501394852 42.3807503643943)
B1211,2022,213-2A,Yes,Non-Residential,603907,,64 Linnaean Street,1966,"206-3, 206-7, 206-13, 206-11, 206-15",5,Residence Hall/Dormitory,Residence Hall/Dormitory (191944.0),191944,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1397606.1,4768632.5,80826.8,8082679.1,,,,,,,,,,12851311.6,13465211.4,67,70.2,21838984.1,22483578.9,113.8,117.1,767.2,4,369.7,1.93,42.381553397686,-71.1247979506056,POINT (-71.1247979506056 42.381553397686)
B1743,2022,122-184,Yes,Non-Residential,104718,122,64 Magee Street,1954,"595-1, 595-2, 595-3, 595-4",4,Multifamily Housing,Multifamily Housing (126002.0),126002,122,"PUTNAM GARDENS, LLC",,92,676892.9,2309558.9,38747,3874699.9,,,,,,,,,,6184258.9,6455474.8,49.1,51.2,10535200,10819976.7,83.6,85.9,369.4,2.9,6642,52.71,42.3658624717464,-71.1125830710386,POINT (-71.1125830710386 42.3658624717464)
B1552,2022,170-4,Yes,Non-Residential,40360,,11 Garden Street,1872,290-8,1,Worship Facility,Worship Facility (5000.0),5000,,FIRST CHURCH IN CAMBRIDGE CONGREGATIONAL,,1,110487.7,376984.2,16091.7,1609166.7,,,,,,,,,,1986150.8,2132813.3,397.2,426.6,2745180.7,2899176.3,549,579.8,112.2,22.4,759.4,151.87,42.3766260007969,-71.1230186831766,POINT (-71.1230186831766 42.3766260007969)
B1265,2022,"157-69, 143-17",Yes,Non-Residential,58420,1,1 Oxford St,1973,266-18,1,College/University,College/University (355836.0),355836,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,3881451.5,13243514.2,784.6,78457,,,,,,,15391905.5,22310129.6,,51024006.3,51347760.6,143.4,144.3,78010856.3,78727354.5,219.2,221.2,3235,9.1,2156.5,6.06,42.3763871177674,-71.1167142645975,POINT (-71.1167142645975 42.3763871177674)
B1665,2022,267F-283,Yes,Non-Residential,34482,1,77 Fawcett Street,1973,78-4,1,Office,Office (34842.0),34842,,"CV PORTFOLIO WEST CAMBRIDGE, LLC,",C/O RAYTHEON BBN TECHNOLOGIES,4,1005535.9,3430889,9560,956000,,,,,,,,,,4386889,4414254,125.9,126.7,10610289.2,10569103.9,304.5,303.3,293.9,8.4,884.9,25.4,42.3916530679909,-71.1466197526222,POINT (-71.1466197526222 42.3916530679909)
B1627,2022,172-108,Yes,Residential,90258,82,3 - 5 Concord Avenue,1880,269-16,1,Multifamily Housing,Multifamily Housing (94675.0),94675,82,"BLEVINS, CHARLES F., TRUSTEE OF THE WATERHOUSE TRUST",,71,201123,686231.6,68314,6831400.2,,,,,,,,,,7517631.9,8075224.7,79.4,85.3,9094418.8,9663164.1,96.1,102.1,412.5,4.4,1987.6,20.99,42.3778292433251,-71.1223013813162,POINT (-71.1223013813162 42.3778292433251)
B1691,2022,22-128,No,Residential,49090,55,262 Monsignor O'Brien Hwy,2018,369-1,1,Multifamily Housing,"Multifamily Housing (49096.0),Parking (8000.0)",49096,55,"CAMBRIDGE CAPITAL GROUP LLC,",,,,,,,,,,,,,,,,,,,,,,,,,,,,42.373262781782,-71.082061389409,POINT (-71.082061389409 42.373262781782)
B1337,2022,48-129,Yes,Non-Residential,903407,,400  MAIN ST,1964,672-7,1,College/University,College/University (149742.0),149742,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1525168.8,5203876.4,,,,,,,,,7557431.7,15518418.1,,28279726.2,28047953.9,188.9,187.3,40117411.5,40008360.9,267.9,267.2,1797.4,12,1321.8,8.83,42.3621303186501,-71.0879527457586,POINT (-71.0879527457586 42.3621303186501)
B1674,2022,165-24,Yes,Non-Residential,29795,1,980 Memorial Drive,2011,356-38,1,Worship Facility,"Worship Facility (37249.0),Parking (4240.0)",37249,,SOCIETY OF ST JOHN THE EVANGELIST,,24,390452.9,1332225.3,3728.4,372839.6,,,,,,,,,,1705064.9,1798446.7,45.8,48.3,4121712.4,4364981.6,110.7,117.2,116.1,3.1,649.6,17.44,42.3723115335391,-71.1247114423174,POINT (-71.1247114423174 42.3723115335391)
B1471,2022,52A-21,Yes,Non-Residential,3691096,0,60  VASSAR ST,1941,668-24,1,College/University,College/University (77686.0),77686,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1939006.7,6615891.7,,,,,,,,,6032267.9,3130667.9,,15778827.4,15765921.7,203.1,202.9,27780182.6,27842796.3,357.6,358.4,994.5,12.8,1000.5,12.88,42.3606689371469,-71.0920092659927,POINT (-71.0920092659927 42.3606689371469)
B1011,2022,166-80,Yes,Residential,69258,51,130 Mt. Auburn St,1985,356-28,1,Multifamily Housing,Multifamily Housing (63208.0),63208,52,"LOWE, MARY KAY",B,13,932566.8,3181918.4,14026.3,1402633.3,,,,,,,,,,4584551.7,4787184,72.5,75.7,10382136.5,10772960.1,164.3,170.4,304.6,4.8,1355.2,21.44,42.3729829604628,-71.1243169899659,POINT (-71.1243169899659 42.3729829604628)
B1196,2022,159-1,Yes,Non-Residential,1223988,1027,8 Harvard Yard,1925,318-25,1,College/University,College/University (25566.0),25566,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,254264.3,867549.9,8377.1,837715,,,,,,,414843.8,1642380,,3762488.7,3841394.8,147.2,150.3,5662099,5767930.8,221.5,225.6,236.9,9.3,267.8,10.47,42.3735961819499,-71.1184904317032,POINT (-71.1184904317032 42.3735961819499)
B1465,2022,265B-34,Yes,Non-Residential,28054,,205 Alewife Brook Parkway,1975,76-21,1,Laboratory,Laboratory (28054.0),28054,,"ALEWIFE PROPERTIES LLC,",,,4363897.6,14889620.3,355780.8,35578079.6,,,,,,,,,,50467699.8,50277234.7,1798.9,1792.2,79047920.3,78514617.9,2817.7,2798.7,2944.7,105,,,42.3903067951732,-71.1431103156476,POINT (-71.1431103156476 42.3903067951732)
B1073,2022,95-71,Yes,Non-Residential,32460,1,12 Emily Street,1928,707-9,1,Laboratory,Laboratory (31949.0),31949,,MIT 12 EMILY STREET LLC,,,773155.1,2638005.6,39187.8,3918781.1,,,,,,,,,,6556786.7,6581253.4,205.2,206,11501135.9,11359250.1,360,355.5,398.9,12.5,256.5,8.03,42.3595908445139,-71.1047542978738,POINT (-71.1047542978738 42.3595908445139)
B1484,2022,55-26,Yes,Non-Residential,93026,0,190  ALBANY ST,1980,699-17,1,College/University,College/University (120137.0),120137,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2742640.7,9357891.1,73219,7321900.2,,,,,,,2393904.3,,,19073695.6,19218849.9,158.8,160,36068543.2,36220955.3,300.2,301.5,1178.1,9.8,237.1,1.97,42.3590608412328,-71.0991441402003,POINT (-71.0991441402003 42.3590608412328)
B1601,2022,69-165,Yes,Non-Residential,123480,1,38 Sidney Street PUB,1980,687-1,1,Laboratory,Laboratory (122000.0),122000,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,4155648.2,14179073.5,25433,2543300,,,,,,,,,,16722373.5,17347910.9,137.1,142.2,42371870.7,43551903.9,347.3,357,1139.7,9.3,1500.5,12.3,42.3614407342949,-71.1007453635938,POINT (-71.1007453635938 42.3614407342949)
B1755,2022,63-132,Yes,Non-Residential,65178,1,325 Vassar Street,1950,746-4,1,Laboratory,Laboratory (52520.0),52520,,"BMR-325 VASSAR STREET LLC,",C/O RYAN LLC,,2103859.6,7178370,89828,8982802.9,,,,,,,,,,16161172.8,16814990.3,307.7,320.2,29531378.9,30217887.3,562.3,575.4,985.7,18.8,1396.5,26.59,42.3550142061477,-71.1058194216667,POINT (-71.1058194216667 42.3550142061477)
B1326,2022,52A-21,Yes,Non-Residential,3691096,0,125  MASSACHUSETTS AVE,1928,668-33,1,College/University,College/University (55046.0),55046,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,629723.9,2148618.3,,,,,,,,,1856292,3880500.1,,7885410.4,7914071,143.3,143.8,12373757.9,12469157.8,224.8,226.5,507.7,9.2,0,0,42.3601780152802,-71.0937419890131,POINT (-71.0937419890131 42.3601780152802)
B1016,2022,267.1-278,Yes,Non-Residential,139520,3,100 Acorn Park Drive,2005,9-4,1,Office,"Office (124004.0),Laboratory (30996.0)",155000,,"100 DISCOVERY PARK DE, LLC",,28,5606400.8,19129041.7,16262.4,1626238.7,,,,,,,,,,20755280.4,20951351.9,133.9,135.2,55268867.4,55474742.5,356.6,357.9,1469.7,9.5,1205.6,7.78,42.3981072618624,-71.1500544791869,POINT (-71.1500544791869 42.3981072618624)
B1176,2022,169-94,Yes,Non-Residential,112620,3,8 Appian way,1910,319-12,1,College/University,College/University (3816.0),3816,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,13539.8,46198,1699.4,169944,,,,,,,,,,216142,230649.3,56.6,60.4,307795.5,323028.2,80.7,84.7,12.3,3.2,17.9,4.7,42.3750615820037,-71.1212320218666,POINT (-71.1212320218666 42.3750615820037)
B1129,2022,119-65,Yes,Residential,86720,123,411 Franklin Street,1973,558-20,1,Multifamily Housing,Multifamily Housing (27409.0),27409,122,FRANKLIN STREET ASSOCIATES,% ALCOURT MANAGEMENT CORP,48,399145.1,1361883.3,36717.2,3671724.9,,,,,,,,,,5033608.2,5248383,183.6,191.5,7668584.3,7894097.9,279.8,288,291.5,10.6,2585,94.31,42.3667472319627,-71.1085633027993,POINT (-71.1085633027993 42.3667472319627)
B1428,2022,12-17,Yes,Residential,312610,204,75 Cambridge Parkway,1989,552-8,1,Multifamily Housing,"Multifamily Housing (400000.0),Parking (150000.0),Swimming Pool (0.0)",400000,205,ESPLANADE CONDO ASSOC,,21,2563298.6,8745975.9,329577,32957700.5,,,,,,,,,,41703676.4,41703676.4,104.3,104.3,59094318.1,59094318.1,147.7,147.7,2370.2,5.9,10190,25.47,42.3644770757076,-71.0771386290935,POINT (-71.0771386290935 42.3644770757076)
B1092,2022,267.4-311,Yes,Non-Residential,63500,,40 Smith Place,1940,"69-9, 69-11",2,Laboratory,Laboratory (63500.0),63500,,"QUAD 40 SMITH PLACE, LLC",,,454892.6,1552093.7,18913.9,1891387.1,,,,,,,,,,3443480.8,3679753.1,54.2,57.9,6331818.8,6579904.7,99.7,103.6,212.7,3.3,,,42.3916958966251,-71.1501138708857,POINT (-71.1501138708857 42.3916958966251)
B1201,2022,144-1,Yes,Non-Residential,2402868,15,2 Divinity Ave,1930,241-49,1,College/University,College/University (64389.0),64389,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,219944.4,750450.5,,,,,,,,,430125.1,2117720.1,,3298295.7,3428463.2,51.2,53.2,5040379.5,5209997.5,78.3,80.9,216.5,3.4,440.4,6.84,42.3776638962769,-71.1137253379134,POINT (-71.1137253379134 42.3776638962769)
B1438,2022,242B-56,Yes,Non-Residential,187700,,80 Gerry's Landing Rd.,1948,387-7,1,K-12 School,K-12 School (106070.0),106070,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,23,954559.8,3256958.4,54731,5473099.3,,,,,,,,,,8730057.8,9120686.8,82.3,86,14866237.9,15276398.4,140.2,144,521.5,4.9,211.3,1.99,42.3709115473997,-71.1355908993327,POINT (-71.1355908993327 42.3709115473997)
B1300,2022,144-1,Yes,Non-Residential,2402868,15,20 Oxford St,1963,241-47,1,Laboratory,Laboratory (47237.0),47237,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,1677899.1,5724992.4,7778.3,777825,,,,,,,4703143.3,4358419.9,,15564380.6,15570120.3,329.5,329.6,26369913.7,26442960.2,558.2,559.8,984.2,20.8,128.4,2.72,42.3779828614748,-71.1159200333271,POINT (-71.1159200333271 42.3779828614748)
B1712,2022,267C-95,Yes,Non-Residential,62290,,67 Smith Place,1955,46-22,1,Mixed Use Property,Other (53000.0),53000,,CCF SMITH PLACE PROPERTY COMPANY LLC,,,84042.1,286751.5,16004,1600400,,,,,,,,,,1887151.5,2096281.6,35.6,39.6,2483324.3,2702910.9,46.9,51,105.3,2,44.5,0.84,42.3935023823311,-71.1525742413364,POINT (-71.1525742413364 42.3935023823311)
